#architectEn誤	正

KOGAWA ARCHITECTS & ENGINEERS, INC.	OGAWA ARCHITECTS & ENGINEERS

URABE SEKKEL	URABESEKKEI

MARIO BELLINI ASSOCIATE	MARIO BELLINI
MAKOTO NOZAWA + GETT	MAKOTO NOZAWA+GETT
SHINICHI OGAWA & ASSOCIATES / URBANIST ARCHITECT	SHINICHI OGAWA & ASSOCIATES
SOUSUKE FUJIMOTO	SOU FUJIMOTO
ENDO DESIGN HOUSE	ENDOH DESIGN HOUSE
TADASU OHE/PLANTEC ARCHITECTS	TADASU OHE / PLANTEC ARCHITECTS
TRAF ARCHITECTS	TORAFU ARCHITECTS
INSTITUTE OF MODERN ARCHITECTURE	MODERN ARCHITECTURE INSTITUTE

SUSUMU UNO/CAN	SUSUMU UNO / CAN
DP A	DP ARCHITECTS
TAISEI CORPORARION	TAISEI CORPORATION
MITSUBUSHI JISHO SEKKEI	MITSUBISHI JISHO SEKKEI
NTT FACIRITIES	NTT FACILITIES
AXA SATOW	AXS SATOW
KUME SKKKEI	KUME SEKKEI

ISHIMOTO ARCHITECTURAL & ENGENEERING FIRM	ISHIMOTO ARCHITECTURAL & ENGINEERING FIRM

JR-EAST DESIGN CORPORATION	JR EAST DESIGN CORPORATION
SAKAKURA ASSOSIATES ARCHITECTS AND ENGINEERS	SAKAKURA ASSOCIATES ARCHITECTS AND ENGINEERS
FURICHI & ASSOCIATES	FURUICHI & ASSOCIATES


KIYOSI SEI TAKEYAMA+ AMORPHE	KIYOSHI SEY TAKEYAMA +AMORPHE
COELACANTH ARCHITECTS INC.	COELACANTH ARCHITECTS
MITSUO YOKOSUKA ARCHITECTURAL CO., LTD	MITSUO YOKOSUKA ARCHITECTURAL CO., LTD.

SHINICHI OGAWA & ASSOCIATES URBANIST ARCHITECT	SHINICHI OGAWA & ASSOCIATES
KAZUO WATABE / YUI ARCHITECTS & PLANNERS	KAZUO WATABE/YUI ARCHITECTS & PLANNERS

JUNYA.ISHIGAMI+ASSOCIATES	JUNYA ISHIGAMI+ASSOCIATES
JUNYA.ISHIGAMI+ASSOCIATES	JUNYA ISHIGAMI+ASSOCIATES
JUNYA.ISHIGAMI ASSOCIATES	JUNYA ISHIGAMI+ASSOCIATES
JO NAGASAKA/SCEHMATA ARCHITECTS	JO NAGASAKA/SCHEMATA ARCHITECTS

KANAGAWA UNIVERSITY SOGABE LABORATORY	SOGABE LABORATORY, KANAGAWA UNIVERSITY
CONTEMPORARIES/JUN YANAGISAWA	JUN YANAGISAWA/CONTEMPORARIES
JUN YANAGISAWA / CONTEMPORARIES	JUN YANAGISAWA/CONTEMPORARIES
VOLUNTARY ARCHITECTS’ NETWORK(VAN)	VOLUNTARY ARCHITECTS’NETWORK (VAN)
VOLUNTARY ARCHITECTS NETWORK	VOLUNTARY ARCHITECTS’NETWORK (VAN)
YUZURU TOMINAGA+FORMSYSTEM INSTITUTES	YUZURU TOMINAGA+FORM SYSTEM INSTITUTE

KAZUHIRO ISII ARCHITECT & ASSOCIATES	KAZUHIRO ISHII ARCHITECT & ASSOCIATES
TAKASHI SUGIYAMA ARCHITECTS & ENGINEERS	TAKASHI SUGIYAMA ARCHITECT AND ASSOCIATES
OSAKI CAMPUS REDEVELOPMENT PROJECT, RISSHO UNIVERSITY	MASAO SHIINA Architects

HIROSHI OE ARCHITECTS & ASSOCIATES	HIROSHI OHE, ARCHITECT AND ASSOCIATES
SAGA WAKO	WAKO SAGA
ATSUICHI YOSHIMURA / INSTITUTE FOR BUILT ENVIRONMENT	TOKUICHI YOSHIMURA + INSTITUTE FOR BUILT ENVIRONMENT
ATSUICHI YOSHIMURA + INSTITUTE FOR BUILT ENVIRONMENT	TOKUICHI YOSHIMURA + INSTITUTE FOR BUILT ENVIRONMENT

YUZURU TOMINAGA+ FORM SYSTEM INSTITUTE	YUZURU TOMINAGA + FORM SYSTEM INSTITUTE
KITAMURA ASSOCIATES, INC.	KITAMURA ASSOCIATES
ALCOM	ARCOM
RAYMOND ARCHITECTURAL DESIGN OFFICE, INC.	RAYMOND ARCHITECTURAL DESIGN OFFICE
SACHIO OTANL	SACHIO OTANI

ENVIRONMENTAL DEVEROPMENT RESEARCH INC.	ENVIRONMENTAL DEVELOPMENT RESEARCH
ENVIRONMENTAL DEVEROPMENT RESEARCH	ENVIRONMENTAL DEVELOPMENT RESEARCH
ARTSTATION	ART STATION

KENCHIKU DESIGN STUDIO,TOKYO	KENCHIKU DESIGN STUDIO

KENCHIKU DESIGN STUDIO, TOKYO	KENCHIKU DESIGN STUDIO
DENTON CORKER MARSHALL PTY.,LTD.	DENTON CORKER MARSHALL

YASUTAKA YAMAZAKI+ AZ INSTITUTE YAMAZAKI SHISA INSTITUTE	YASUTAKA YAMAZAKI+AZ INSTITUTE
KATSUHIRO KOBAYASHI + DESIGN STUDIO ARCHITECTS	KATSUHIRO KOBAYASHI + DESIGN STUDIO

HIDETOSHI OHNO+ARCHITECTS&PLANNERS LEAGUE	HIDETOSHI OHNO,ARCHITECTS & PLANNERS LEAGUE

HIDETOSHI OHNO+ARCHITECTS PLANNERS LEAGUE	HIDETOSHI OHNO,ARCHITECTS & PLANNERS LEAGUE

TOMOHIKO SHIBATA SKM ARCHITECTS & PLANNERS	TOMOHIKO SHIBATA. SKM ARCHITECTS & PLANNERS
HISAO KOYAMA ATELIER	KOYAMA ATELIER
DAI NAGASAKA/MEGA	DAI NAGASAKA/MÉGA

HIROFUMI SUGIMOTO KEIKAKU	HIROFUMI SUGIMOTO/KEIKAKU
HIROFUMI SUGIMOTO/KEIKAKU INC.	HIROFUMI SUGIMOTO/KEIKAKU

MITSUBISHI HEAVY INDUSTORY	MITSUBISHI HEAVY INDUSTRIES
INSTITUTE OF NEW ARCHITECUTURE	INSTITUTE OF NEW ARCHITECTURE

SHIN TAKAMATSU + SHIN TAKAMATSU ARCHITECT & ASSOCIATES	SHIN TAKAMATSU + SHIN TAKAMATSU ARCHITECT AND ASSOCIATES

SHUHEI ENDO	ENDO SHUHEI ARCHITECT INSTITUTE
SHUHEI ENDO ARCHITECTS INSTITUTE	ENDO SHUHEI ARCHITECT INSTITUTE
MARUNOUCHI ARCHITECTS AND ENGINEERS	MARUNOUCHI ARCHITECTS & ENGINEERS

KYUSHU RAILWAYCOMPANY	KYUSHU RAILWAY COMPANY
JAPANESE ASSOCIATION FOR CONSERVATION OF ARCHITECTURAL MONUMENTS	THE JAPANESE ASSOCIATION FOR CONSERVATION OF ARCHITECTURAL MONUMENTS
IMAMURA MASAKI ARCHITECTS	MASAKI IMAMURA ARCHITECTS

TOKYO INSTITUTE OF TECHNOLOGY TSUKAMOTO LABOR	TOKYO INSTITUTE OF TECHNOLOGY TSUKAMOTO LABORATORY

KASUHIRO KOJIMA / C+A	KAZUHIRO KOJIMA / C+A
URVAN DESIGN CORPORATION	URBAN DESIGN CORPORATION
HERZOG & DE MEURON	HERZOG&DE MEURON

KEIKAKU INC.	KEIKAKU
GAET AULENTI	GAE AULENTI

HIDEO SATSUTA / SATSUTA STUDIO OF ARCHITECTURE, DAY-CARE CENTER, WATARI TOWN	HIDEO SATSUTA / SATSUTA ARCHITECT STUDIO
RYUJI NAKAMURA AND ASSOCIATES	RYUJI NAKAMURA & ASSOCIATES

TETSUO KONDO ARCHITECS	TETSUO KONDO ARCHITECTS

ONISHI MAKI + HYAKUDA YUKI ARCHITECTS / O+H	ONISHIMAKI+HYAKUDAYUKI ARCHITECTS/O+H
TAIYO KOGYO CORPORATION	TAIYO KOGYO
YOKOGAWA ARCHITECT & ASSOCIATES	KEN YOKOGAWA ARCHITECT & ASSOCIATES

FUJIWALABO + MISAWA HOME	FUJIWALABO
PETER MARINO ARCHITECT,	PETER MARINO ARCHITECT

ALPHAVILLE ARCHITECTS/ KENTARO TAKEGUCHI+ASAKO YAMAMOTO	ALPHAVILLE ARCHITECTS / KENTARO TAKEGUCHI + ASAKO YAMAMOTO

NAKA ARCHITECTS’ STUDIO	NAKA ARCHITECTS' STUDIO
RHYTHM DESIGN	RHYTHMDESIGN
IKIMONOARCHITECTS	IKIMONO ARCHITECTS
TSUTOMU ABE/ALTEC ARCHITECTS & ENGINEERS, INC.	TSUTOMU ABE/ARTEC ARCHITECTS & ENGINEERS, INC.

RESEARCH INSTITUTE OF SCIENIC & TECHNOLOGY NIHON UNIV	RESEARCH INSTITUTE OF SCIENCE & TECHNOLOGY NIHON UNIV

SHOEI YOH + ARCHITECTS	SHOEI YOH+ARCHITECTS
KENSUKE YOSHIDA, ARCHITECT & ASSOCIATES	KENSUKE YOSHIDA ARCHITECT & ASSOCIATES
TEAM ZOO ELEPHANT DESIGN GROUP	TEAM ZOO ATELIER ZO

SHOYA UCHIDA	YOSHICHIKA UCHIDA
HIROSI HARA+ATELIERΦ	HIROSHI HARA + ATELIER PHI
TAKENAKA CORPORATION OSAKA HEAD OFFICE DESIGN DEPARTMENT	TAKENAKA CORPORATION OSAKA HEAD OFFICE
QINGDAO DESIGN	AOSHIMA DESIGN
YOSHIAKI TADA ARCHITECT & ASSOCIATES	YOSHIAKI TADA ARCHITECT AND ASSOCIATES
KEIZO MATSUBARA	KEIZO MATSUMURA
OOBA	OHBA
HOSOGI ARCHITECT & ASSOCIATE	HOSOGI ARCHITECT & ASSOCIATES
CAZATEC	CASATEC
ORGANIZATION OF YOKOHAMA CITY GOVERNMENT TADASU OHE/PLANTEC	TADASU OHE/PLANTEC
TOHRU FUNAKOSHI + ARCOM R&D.	TOHRU FUNAKOSHI + ARCOM R&D,ARCHITECTS
OHBAYASHI CORPORATION	OBAYASHI CORPORATION
ANDRE WOJANSKI	ANDRÉ WOGENSCKY
FUJIKI CORPORATION	FUJIKI KOMUTEN

KIMURA HIROAKI / KS ARCHITECTS	KIMURA HIROAKI/KS ARCHITECTS
RENZO PIANO-PARIS	RENZO PIANO

TAK ASSOCIATED ARCHITECTS INC.	TAK ASSOCIATED ARCHITECTS
JAPAN AIRPORT CONSULTS	JAPAN AIRPORT CONSULTANTS
FUJINO SATO	FUJIO SATO
HAJIMEYATSUKA+UPM(URBAN PROJECT MACHINE)	HAJIME YATSUKA+UPM
F HASHIMOTO & URBANISTS	F. HASHIMOTO & URBANISTS
TESHIGAWARAHIROSHI	HIROSHI TESHIGAWARA
MORIS ADJIMI,PROGETTO CAPPA	MORRIS ADJMI
YOSHIHIRO MASKO	YOSHIHIRO MASUKO

TOTALMEDIA DEVELOPMENT INSTITUTE	TOTAL MEDIA DEVELOPMENT INSTITUTE
U ARCHITECTS	U-ARCHITECTS
ACT PLANNNING	ACT PLANNING
AKIRA YONEDA / ARCHITECTION	AKIRA YONEDA / ARCHITECTON
NAKAKO ARCHITECT & ENVIROMENT DESIGN	NAKAKO ARCHITECT & ENVIRONMENT DESIGN
THE JERDE PARTNER SHIP INTERNATIONAL	THE JERDE PARTNERSHIP INTERNATIONAL
JARDI PARTNERSHIP	THE JERDE PARTNERSHIP INTERNATIONAL
CITY OF KOBE HOUSING BUREAU PUBLIC BUILDING DEPARTMENT. TSUTOMU SHIGEMURA +TEAM 200 ATELIER RUKA	TSUTOMU SHIGEMURA

SAKAKURA ASSOCIATES, ARCHITECTS &ENGINEERS	SAKAKURA ASSOSIATES ARCHITECTS AND ENGINEERS
HOUSING & URBAN DEVELOPMENT CORP.	HOUSING & URBAN DEVELOPMENT CORPORATION

IZUMI SOKEN ENGINEERING	IZUMI SOHKEN ENGINEERING
IZUMISO-KEN ENGINEERING	IZUMI SOHKEN ENGINEERING

TOSHIAKI ISHIDA ARCHITECT & ASSOCIATES	TOSHIAKI ISHIDA ARCHITECT&ASSOCIATES
ONITAKE ROKKAKU	KIJO ROKKAKU
MANASARCHITECTS & ASSOCIATES	MANAS ARCHITECTS & ASSOCIATES
ANDO ARCHITECTUAL DESIGN OFFICE	ANDO ARCHITECTURAL DESIGN OFFICE

WARO KISHI+K.ASSOCIATES/ ARCHITECTS	WARO KISHI+K.ASSOCIATES/ARCHITECTS
ARCHITECTUERAL DESIGN & RESEARCH INSTITUTE OF TONGJI UNIVERASITY	ARCHITECTURAL DESIGN & RESEARCH INSTITUTE OF TONGJI UNIVERASITY

MANABU NAYA+ARATA NAYA/NAYA ARCHITECTS	MANABU NAYA + ARATA NAYA / NAYA ARCHITECTS

PCP DESIGN(NIKKEN+TAKENAKA)	PCP DESIGN TEAM(NIKKEN+TAKENAKA)
AKIO MURAKAMI ATELIER ARCHITECTS AND ASSOCIATES	AKIKO MURAKAMI ATELIER ARCHITECTS AND ASSOCIATES
OBAYASHI CORPORRATION TOKYO OFFICE,FIRST-ARCHITECT OFFICE	OBAYASHI CORPORATION TOKYO OFFICE,FIRST-ARCHITECT OFFICE

TAKAMATSU ARCHITECTS AND ASSOSIATES	TAKAMATSU ARCHITECTS AND ASSOCIATES
NIHON UNIVERSITY CENTRAL ADMINISTRATION OFFICE,OFFICE OF PROPERTY CUSTODY	NIHON UNIVERSITY CENTRAL ADMINISTRATION OFFICE, OFFICE OF PROPERTY CUSTODY

CHITOSHI KIHARA ARCHITECT & ASSOCIATES	CHITOSHI KIHARA ARCHITECT AND ASSOCIATES
JUN VERA + RYUJI FUJIMURA / ISSHO	JUN VERA+RYUJI FUJIMURA/ISSHO
ATERIER TEKUTO	ATELIER TEKUTO
SHOZO UCHII + UCHII ARCHITECTS	SHOZO UCHII+UCHII ARCHITECTS
KURASAKI KENCHIKU S.C.	KURASHIKI KENCHIKU S.C.
ATSUSHI YAGI ARCHITECTS & ASSOCIATE	ATSUSHI YAGI ARCHITECTS&ASSOCIATES
OSAMU MORISHITA, ARCHITECTS & ASSOCIATES	OSAMU MORISHITA ARCHITECT & ASSOCIATES
GO HASEGAWA & ASSOCIATES	GO HASEGAWA AND ASSOCIATES
URBAN DESIGN TEAM, HOUSING MANAGEMENT DEPARTMENT, URBAN RENAISSANCE AGENCY	URBAN DESIGN TEAM AND HOUSING MANAGEMENT DEPARTMENT, URBAN RENAISSANCE AGENCY
TAKASAGO THERMAL ENGINEERING CO.,LTD	TAKASAGO THERMAL ENGINEERING
DOMINIQUE  PERRAULT ARCHITECTURE	DOMINIQUE PERRAULT ARCHITECTURE
MITSUI FUDOUSAN RESIDENTIAL	MITSUI FUDOSAN RESIDENTIAL
THE ARCHITECTURAL DESIGN &, RESEARCH INSTITUTE OF GUANGDONG PROVINCE	THE ARCHITECTURAL DESIGN & RESEARCH INSTITUTE OF GUANGDONG PROVINCE
ON DESIGN PARTNERS	ONDESIGN PARTNERS
ICHINOURA	ICHIURA

YASUHIRO YAMASHITA×ATELIER TEKUTO	YASUHIRO YAMASHITA ATELIER TEKUTO
YASUHIRO YAMASHITA × ATELIER TEKUTO	YASUHIRO YAMASHITA ATELIER TEKUTO
JUN SATO STRUCTUAL ENGINEERS	JUN SATO STRUCTURAL ENGINEERS
"ITSURO HOSHIDA ARCHITECTS OFFICE\"""	ITSURO HOSHIDA ARCHITECTS OFFICE
+ NEW OFFICE	+NEW OFFICE

TAKANORI KAGAWA+JUNKO KISHIGAMI / SPACESPACE	TAKANORI KAGAWA+JUNKO KISHIGAMI/SPACESPACE

TETUYA NAKAZONO / NAF ARCHITECT & DESIGN	TETSUYA NAKAZONO / NAF ARCHITECT & DESIGN
SUPERVISION: CAMPUS DESIGN RECONSTRUCTION PROMOTION OFFICE, GRADUATE SCHOOL OF ENGINEERING, TOHOKU UNIVERSITY	CAMPUS DESIGN RECONSTRUCTION PROMOTION OFFICE, GRADUATE SCHOOL OF ENGINEERING, TOHOKU UNIVERSITY
KOIZUMI ATLIER	KOIZUMI ATELIER
DAIJU ARCHITECTS & ASSOCIATEES	DA-JU ARCHITECTS & ASSOCIATES
THE ZENITAKA CORPORATION	ZENITAKA CORPORATION
SOKENCONSULTANT	SOKEN CONSULTANT
HIROTO SUZUKI. ARCHITECTS & ASSOCIATES	HIROTO SUZUKI ARCHITECTS & ASSOCIATES
STUDIO TAU SHIMIZU	STUDIO TAKU SHIMIZU
KOTO ARCHITECTS AND ASSOCIATES	KATO ARCHITECTS AND ASSOCIATES
UNIVERSITY OF TOKYO	THE UNIVERSITY OF TOKYO
TOKYO UNIVERSITY OF SCIENCE  TAKU SAKAUSHI LABORATORY	TOKYO UNIVERSITY OF SCIENCE TAKU SAKAUSHI LABORATORY
TOKEN C.E.CONSULTANTS	TOKEN C.E.E.CONSULTANTS
KAJIMA DESIGNHIROSHI NAITO	HIROSHI NAITO
TOMOYUKI TANAKA LAB.,KUMAMOTO UNIVERSITY	TOMOYUKI TANAKA LAB., KUMAMOTO UNIVERSITY

METRO DEVEROPMENT	METRO DEVELOPMENT
TAK SAKAUSHI+O.F.D.A.	TAKU SAKAUSHI+O.F.D.A.
MASKO ATERIER	MASUKO ATERIER
KAZUKO AKAMATSU + SHINYA OMURA/CAT	KAZUKO AKAMATSU+SHINYA OMURA/CAT
PEAKSTUDIO	PEAK STUDIO
TOMOHIRO HATA ARCHITECTS & ASSOCIATES	TOMOHIRO HATA ARCHITECT & ASSOCIATES
KIYO TAKEDA ARCHITECTS	KIYOAKI TAKEDA ARCHITECTS
TATENAKA CORPORATION	TAKENAKA CORPORATION
SHIMIZU CORPORATION DESIGN DEVISION	SHIMIZU CORPORATION DESIGN DIVISION
GKK ARCHITECTS &  ENGINEERS	GKK ARCHITECTS & ENGINEERS
SHIRAE-ASSOCIATES	SHIRAE ASSOCIATES
KAZUHIRO KOJIMA/ C+A	KAZUHIRO KOJIMA / C+A
SOGABE LABORATORY,KANAGAWA UNIVERSITY	SOGABE LABORATORY, KANAGAWA UNIVERSITY
JO NAGASAKA / SCHEMATA ARCHITECTS	JO NAGASAKA/SCHEMATA ARCHITECTS
MISAKI DESIGN &ARCHITECTS OFFICE	MISAKI DESIGN & ARCHITECTS OFFICE
KIYOSHI SEY TAKEYAMA + AMORPHE	KIYOSHI SEY TAKEYAMA +AMORPHE
TADAHIRO TOH, ARCHIVISION ARCHITECT AND ASSOCIATES	TADAHIRO TOH ARCHIVISION ARCHITECT & ASSOCIATES
IZUE KAN ARCHITECTS & ENGINEERS, INC.	IZUE KAN ARCHITECTS & ENGINEERS
YASUDA ATLIER	YASUDA ATELIER
SHU-KOH-SHA ARCHITECTUAL&URBAN DESIGN STUDIO	SHU-KOH-SHA ARCHITECTURAL & URBAN DESIGN STUDIO
ENVIRONMENT DESIGN INSTITUTE	ENVIRONMENTAL DESIGN INSTITUTE
Y. ASHIHARA ARCHITECT & ASSOCIATES	Y.ASHIHARA ARCHITECT & ASSOCIATES
HIROKAZU SUEMITSU+YOKO SUEMITSU / SUEP.	HIROKAZU SUEMITSU+YOKO SUEMITSU/SUEP.
HIROKAZU SUEMITSU + YOKO SUEMITSU / SUEP.	HIROKAZU SUEMITSU+YOKO SUEMITSU/SUEP.
ITSUKO HASEGAWA ATERIER	ITSUKO HASEGAWA ATELIER

HIROFUMI OHNO/OHNO JAPAN	HIROFUMI OHNO / OHNO JAPAN

K.ITO ARCHITECTS&ENGINEERS	K.ITO ARCHITECTS & ENGINEERS
ATSUSHI KITAGAWAHARA	ATSUSHI KITAGAWARA
URBAN DEVELOPMENT CORPORATION	URBAN INFRASTRUCTURE DEVELOPMENT CORPORATION
MAKOTO TANIJIRI  / SUPPOSE DESIGN OFFICE	MAKOTO TANIJIRI / SUPPOSE DESIGN OFFICE
KAZUO SHINOHARA	KAZUO SHINOHARA ATELIER
KIYOSI SEIKE	KIYOSHI SEIKE
T. MURANO & MORI ASSOCIATED ARCHITECTS OFFICE	T.MURANO & MORI ASSOCIATED ARCHITECTS OFFICE
MAKI & ASSOCIATES	MAKI AND ASSOCIATES
K ARCHITECT AND ASSOCIATES	K ARCHITECT & ASSOCIATES
INTERDESIGN ASSOCIATES, ARCHITECTS	INTERDESIGN ASSOCIATES ARCHITECTS
MASAHIRO  IKEDA CO., LTD	MASAHIRO IKEDA CO., LTD
TAKASHI SUGIYAMA ARCHITECT & ASSOCIATES	TAKASHI SUGIYAMA ARCHITECT AND ASSOCIATES
K. AKIMOTO & PARTNERS	K.AKIMOTO & PARTNERS
YUKIO OTANI	SACHIO OTANI
MEGA	MÉGA
MINISTRY OF LAND,INFRASTRUCTRUCTURE AND TRANSPORT	MINISTRY OF LAND, INFRASTRUCTURE AND TRANSPORT
RYUJI NAKAMURA  & ASSOCIATES	RYUJI NAKAMURA & ASSOCIATES
KOBAYASHI MAKI DESIGN WORK SHOP	KOBAYASHI MAKI DESIGN WORKSHOP
ATELIER NANJYO	ATELIER NANJO

TADASHI OE	TADASU OHE
FUKUI ARCITECTS & ENGINEERS ASSOCIATION	FUKUI ARCHITECTS & ENGINEERS ASSOCIATION
KENCHIKU DESIGN STUDIO ,TOKY0	KENCHIKU DESIGN STUDIO
K.ITO ARCHITECTS & ENGINEERS INC	K.ITO ARCHITECTS & ENGINEERS
KIYOSHI SEY TAKEYAMA I AMORPHE ARCHITECTS & ASSOCIATES	KIYOSHI SEY TAKEYAMA +AMORPHE ARCHITECTS & ASSOCIATES

KOMADA TAKESHI+KOMADA YUKA/KOMADA ARCHITECTS’ OFFICE	KOMADA TAKESHI + KOMADA YUKA / KOMADA ARCHITECTS OFFICE
KOMADA TAKESHI + KOMADA YUKA /KOMADA ARCHITECTS' OFFICE	KOMADA TAKESHI + KOMADA YUKA / KOMADA ARCHITECTS OFFICE
SIN TOKI ARCHITECT & ASSOCIATES	SHIN TOKI ARCHITECT & ASSOCIATES
KIKO MOZUNA ARCHITECTS & ASSOCIATES	MOZUNA KIKOO ARCHITECTS & ASSOCIATES
KENYA ISHIHARA/DENEFES	KENYA ISHIHARA / DENEFES
SOGOSETSUBICONSULTING	SOGO SETSUBI CONSULTING
AKIHISA HIRATA LABOLATORY, KYOTO UNIVERSITY	AKIHISA HIRATA LABORATORY, KYOTO UNIVERSITY
TOKYO UNIVERSITY OF SCIENCE TAKU SAKAUSHI LABOLATORY	TOKYO UNIVERSITY OF SCIENCE TAKU SAKAUSHI LABORATORY
SHU-KOH-SHA ARCHITECTUAL & URBAN DESIGN STUDIO	SHU-KOH-SHA ARCHITECTURAL & URBAN DESIGN STUDIO
